times,counts
0.5,310.0
0.5,356.0
0.5,312.0
0.5,317.0
0.5,338.0
0.5,337.0
0.5,285.0
0.5,315.0
0.5,318.0
0.5,316.0
0.5,310.0
0.5,318.0
0.5,311.0
0.5,373.0
0.5,303.0
0.5,360.0
0.5,314.0
0.5,323.0
0.5,305.0
0.5,305.0
0.5,293.0
0.5,303.0
0.5,316.0
0.5,287.0
0.5,296.0
0.5,336.0
0.5,341.0
0.5,331.0
0.5,295.0
0.5,311.0
0.5,292.0
0.5,321.0
0.5,307.0
0.5,313.0
0.5,295.0
0.5,316.0
0.5,293.0
0.5,331.0
0.5,303.0
0.5,315.0
0.5,300.0
0.5,322.0
0.5,296.0
0.5,317.0
0.5,341.0
0.5,311.0
0.5,330.0
0.5,316.0
0.5,309.0
0.5,314.0
0.5,293.0
0.5,313.0
0.5,307.0
0.5,346.0
0.5,310.0
0.5,328.0
0.5,306.0
0.5,325.0
0.5,315.0
0.5,322.0
0.5,333.0
0.5,317.0
0.5,287.0
0.5,323.0
0.5,320.0
0.5,344.0
0.5,323.0
0.5,326.0
0.5,336.0
0.5,274.0
0.5,313.0
0.5,320.0
0.5,344.0
0.5,326.0
0.5,311.0
0.5,312.0
0.5,319.0
0.5,330.0
0.5,362.0
0.5,286.0
0.5,338.0
0.5,292.0
0.5,304.0
0.5,318.0
0.5,299.0
0.5,324.0
0.5,309.0
0.5,352.0
0.5,281.0
0.5,323.0
0.5,307.0
0.5,313.0
0.5,305.0
0.5,311.0
0.5,311.0
0.5,310.0
0.5,330.0
0.5,290.0
0.5,320.0
0.5,325.0
0.5,313.0
0.5,325.0
0.5,325.0
0.5,334.0
0.5,304.0
0.5,319.0
0.5,319.0
0.5,357.0
0.5,311.0
0.5,317.0
0.5,290.0
0.5,338.0
0.5,302.0
0.5,343.0
0.5,299.0
0.5,325.0
0.5,325.0
0.5,324.0
0.5,309.0
0.5,289.0
0.5,308.0
0.5,318.0
0.5,290.0
0.5,318.0
0.5,309.0
0.5,321.0
0.5,284.0
0.5,339.0
0.5,310.0
0.5,307.0
0.5,298.0
0.5,298.0
0.5,311.0
0.5,329.0
0.5,322.0
0.5,344.0
0.5,274.0
0.5,313.0
0.5,298.0
0.5,324.0
0.5,284.0
0.5,282.0
0.5,314.0
0.5,318.0
0.5,317.0
0.5,296.0
0.5,339.0
0.5,275.0
0.5,297.0
0.5,365.0
0.5,341.0
0.5,273.0
0.5,316.0
0.5,309.0
0.5,332.0
0.5,288.0
0.5,315.0
0.5,306.0
0.5,321.0
0.5,337.0
0.5,283.0
0.5,338.0
0.5,363.0
0.5,332.0
0.5,327.0
0.5,323.0
0.5,286.0
0.5,347.0
0.5,310.0
0.5,300.0
0.5,353.0
0.5,302.0
0.5,296.0
0.5,325.0
0.5,321.0
0.5,295.0
0.5,314.0
0.5,316.0
0.5,324.0
0.5,328.0
0.5,320.0
0.5,326.0
0.5,298.0
0.5,314.0
0.5,285.0
0.5,296.0
0.5,324.0
0.5,310.0
0.5,312.0
0.5,305.0
0.5,309.0
0.5,327.0
0.5,322.0
0.5,300.0
0.5,307.0
0.5,309.0
0.5,312.0
0.5,333.0
0.5,312.0
0.5,317.0
0.5,337.0
0.5,298.0
0.5,289.0
0.5,296.0
0.5,300.0
0.5,307.0
0.5,314.0
0.5,328.0
0.5,324.0
0.5,310.0
0.5,374.0
0.5,330.0
0.5,302.0
0.5,332.0
0.5,315.0
0.5,330.0
0.5,321.0
0.5,312.0
0.5,314.0
0.5,329.0
0.5,347.0
0.5,308.0
0.5,317.0
0.5,317.0
0.5,325.0
0.5,273.0
0.5,300.0
0.5,317.0
0.5,321.0
0.5,283.0
0.5,299.0
0.5,304.0
0.5,311.0
0.5,313.0
0.5,299.0
0.5,326.0
0.5,305.0
0.5,315.0
0.5,320.0
0.5,299.0
0.5,322.0
0.5,347.0
0.5,334.0
0.5,324.0
0.5,342.0
0.5,303.0
0.5,290.0
0.5,335.0
0.5,316.0
0.5,321.0
0.5,297.0
0.5,328.0
0.5,308.0
0.5,326.0
0.5,314.0
0.5,294.0
0.5,343.0
0.5,290.0
0.5,299.0
0.5,316.0
0.5,281.0
0.5,308.0
0.5,300.0
0.5,309.0
0.5,317.0
0.5,305.0
0.5,332.0
0.5,311.0
0.5,322.0
0.5,322.0
0.5,304.0
0.5,328.0
0.5,306.0
0.5,311.0
0.5,321.0
0.5,332.0
0.5,325.0
0.5,345.0
0.5,324.0
0.5,320.0
0.5,330.0
0.5,286.0
0.5,355.0
0.5,322.0
0.5,293.0
0.5,341.0
0.5,286.0
0.5,322.0
0.5,320.0
0.5,326.0
0.5,317.0
0.5,319.0
0.5,284.0
0.5,316.0
0.5,321.0
0.5,327.0
0.5,326.0
0.5,347.0
0.5,340.0
0.5,355.0
1.0,506.0
1.0,498.0
1.0,503.0
1.0,487.0
1.0,517.0
1.0,496.0
1.0,507.0
1.0,491.0
1.0,463.0
1.0,513.0
1.0,545.0
1.0,491.0
1.0,446.0
1.0,495.0
1.0,506.0
1.0,493.0
1.0,536.0
1.0,542.0
1.0,533.0
1.0,488.0
1.0,447.0
1.0,539.0
1.0,501.0
1.0,531.0
1.0,493.0
1.0,508.0
