times,counts
0.5,25.0
0.5,9.0
0.5,45.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,34.0
0.5,15.0
0.5,5.0
0.5,0.0
0.5,7.0
0.5,18.0
0.5,15.0
0.5,4.0
0.5,0.0
0.5,0.0
0.5,22.0
0.5,0.0
0.5,0.0
0.5,11.0
0.5,0.0
0.5,29.0
0.5,0.0
0.5,22.0
0.5,29.0
0.5,16.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,22.0
0.5,35.0
0.5,6.0
0.5,5.0
0.5,27.0
0.5,7.0
0.5,0.0
0.5,13.0
0.5,8.0
0.5,0.0
0.5,33.0
0.5,0.0
0.5,3.0
0.5,42.0
0.5,34.0
0.5,0.0
0.5,0.0
0.5,29.0
0.5,35.0
0.5,20.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,36.0
0.5,10.0
0.5,0.0
0.5,9.0
0.5,16.0
0.5,2.0
0.5,9.0
0.5,0.0
0.5,15.0
0.5,0.0
0.5,0.0
0.5,46.0
0.5,0.0
0.5,3.0
0.5,22.0
0.5,36.0
0.5,7.0
0.5,25.0
0.5,9.0
0.5,20.0
0.5,0.0
0.5,30.0
0.5,0.0
0.5,43.0
0.5,0.0
0.5,25.0
0.5,28.0
0.5,18.0
0.5,0.0
0.5,25.0
0.5,0.0
0.5,5.0
0.5,0.0
0.5,29.0
0.5,25.0
0.5,0.0
0.5,10.0
0.5,0.0
0.5,37.0
0.5,0.0
0.5,6.0
0.5,0.0
0.5,0.0
0.5,18.0
0.5,20.0
0.5,0.0
0.5,0.0
0.5,12.0
0.5,0.0
0.5,17.0
0.5,0.0
0.5,8.0
0.5,0.0
0.5,0.0
0.5,32.0
0.5,0.0
0.5,0.0
0.5,7.0
0.5,0.0
0.5,0.0
0.5,6.0
0.5,15.0
0.5,5.0
0.5,38.0
0.5,44.0
0.5,0.0
0.5,36.0
0.5,18.0
0.5,19.0
0.5,0.0
0.5,26.0
0.5,0.0
0.5,3.0
0.5,0.0
0.5,8.0
0.5,44.0
0.5,11.0
0.5,0.0
0.5,28.0
0.5,25.0
0.5,15.0
0.5,0.0
0.5,0.0
0.5,14.0
0.5,51.0
0.5,29.0
0.5,32.0
0.5,6.0
0.5,0.0
0.5,5.0
0.5,0.0
0.5,29.0
0.5,10.0
0.5,11.0
0.5,31.0
0.5,33.0
0.5,0.0
0.5,0.0
0.5,4.0
0.5,0.0
0.5,41.0
0.5,20.0
0.5,2.0
0.5,0.0
0.5,0.0
0.5,33.0
0.5,0.0
0.5,2.0
0.5,0.0
0.5,28.0
0.5,17.0
0.5,27.0
0.5,39.0
0.5,26.0
0.5,0.0
0.5,1.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,4.0
0.5,5.0
0.5,6.0
0.5,19.0
0.5,9.0
0.5,20.0
0.5,17.0
0.5,0.0
0.5,0.0
0.5,27.0
0.5,43.0
0.5,10.0
0.5,13.0
0.5,0.0
0.5,33.0
0.5,29.0
0.5,0.0
0.5,7.0
0.5,0.0
0.5,37.0
0.5,13.0
0.5,13.0
0.5,13.0
0.5,0.0
0.5,24.0
0.5,0.0
0.5,17.0
0.5,0.0
0.5,22.0
0.5,29.0
0.5,16.0
0.5,0.0
0.5,0.0
0.5,1.0
0.5,41.0
0.5,8.0
0.5,0.0
0.5,11.0
0.5,35.0
0.5,0.0
0.5,21.0
0.5,29.0
0.5,0.0
0.5,37.0
0.5,0.0
0.5,1.0
0.5,18.0
0.5,18.0
0.5,0.0
0.5,0.0
0.5,40.0
0.5,13.0
0.5,21.0
0.5,0.0
0.5,51.0
0.5,0.0
0.5,0.0
0.5,45.0
0.5,31.0
0.5,0.0
0.5,41.0
0.5,32.0
0.5,0.0
0.5,34.0
0.5,12.0
0.5,18.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,20.0
0.5,0.0
0.5,18.0
0.5,0.0
0.5,18.0
0.5,0.0
0.5,34.0
0.5,22.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,3.0
0.5,0.0
0.5,0.0
0.5,17.0
0.5,11.0
0.5,24.0
0.5,0.0
0.5,3.0
0.5,27.0
0.5,37.0
0.5,6.0
0.5,0.0
0.5,0.0
0.5,29.0
0.5,1.0
0.5,4.0
0.5,0.0
0.5,15.0
0.5,0.0
0.5,0.0
0.5,30.0
0.5,0.0
0.5,20.0
0.5,0.0
0.5,41.0
0.5,37.0
0.5,42.0
0.5,0.0
0.5,29.0
0.5,28.0
0.5,0.0
0.5,35.0
0.5,8.0
0.5,0.0
0.5,0.0
0.5,30.0
0.5,0.0
0.5,20.0
0.5,11.0
0.5,0.0
0.5,43.0
0.5,24.0
0.5,22.0
0.5,0.0
0.5,4.0
0.5,0.0
0.5,0.0
1.0,27.0
1.0,42.0
1.0,0.0
1.0,30.0
1.0,67.0
1.0,30.0
1.0,54.0
1.0,34.0
1.0,20.0
1.0,70.0
1.0,36.0
1.0,40.0
1.0,57.0
1.0,25.0
1.0,11.0
1.0,0.0
1.0,62.0
1.0,15.0
1.0,40.0
1.0,52.0
1.0,47.0
1.0,72.0
1.0,26.0
1.0,0.0
1.0,46.0
1.0,27.0
1.0,56.0
1.0,54.0
1.0,41.0
1.0,53.0
1.0,0.0
1.0,26.0
1.0,14.0
1.0,49.0
1.0,17.0
1.0,22.0
1.0,44.0
1.0,54.0
1.0,31.0
1.0,5.0
1.0,4.0
1.0,0.0
1.0,50.0
1.0,0.0
1.0,0.0
1.0,39.0
1.0,35.0
1.0,57.0
1.0,0.0
1.0,25.0
1.0,26.0
1.0,32.0
1.0,5.0
1.0,46.0
1.0,74.0
1.0,0.0
1.0,0.0
1.0,28.0
1.0,44.0
1.0,34.0
1.0,0.0
1.0,62.0
1.0,0.0
1.0,32.0
1.0,10.0
1.0,55.0
1.0,42.0
1.0,31.0
1.0,29.0
1.0,29.0
1.0,4.0
1.0,42.0
1.0,24.0
1.0,21.0
1.0,36.0
1.0,7.0
1.0,30.0
1.0,60.0
1.0,0.0
1.0,40.0
1.0,24.0
1.0,5.0
1.0,24.0
1.0,12.0
1.0,22.0
1.0,19.0
1.0,0.0
1.0,56.0
1.0,0.0
1.0,52.0
1.0,0.0
1.0,10.0
1.0,27.0
1.0,62.0
1.0,0.0
1.0,0.0
1.0,25.0
1.0,29.0
1.0,45.0
1.0,43.0
1.0,49.0
1.0,52.0
1.0,29.0
1.0,60.0
1.0,14.0
1.0,34.0
1.0,65.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,44.0
1.0,34.0
1.0,38.0
1.0,0.0
1.0,35.0
1.0,27.0
1.0,48.0
1.0,0.0
1.0,53.0
1.0,69.0
1.0,5.0
1.0,34.0
1.0,40.0
1.0,0.0
1.0,14.0
1.0,53.0
1.0,20.0
1.0,61.0
1.0,19.0
1.0,55.0
1.0,67.0
1.0,25.0
1.0,50.0
1.0,16.0
1.0,23.0
1.0,64.0
1.0,9.0
1.0,29.0
1.0,35.0
1.0,50.0
1.0,47.0
1.0,56.0
1.0,40.0
1.0,16.0
1.0,30.0
1.0,50.0
1.0,70.0
1.0,10.0
1.0,51.0
1.0,32.0
1.0,12.0
1.0,39.0
1.0,67.0
1.0,15.0
1.0,44.0
1.0,74.0
1.0,43.0
1.0,34.0
1.0,0.0
1.0,27.0
1.0,54.0
1.0,37.0
1.0,41.0
1.0,73.0
1.0,62.0
1.0,43.0
1.0,0.0
1.0,61.0
1.0,22.0
1.0,26.0
1.0,24.0
1.0,50.0
1.0,49.0
1.0,41.0
1.0,0.0
1.0,29.0
1.0,37.0
1.0,41.0
1.0,51.0
1.0,43.0
1.0,22.0
1.0,54.0
1.0,60.0
1.0,46.0
1.0,23.0
1.0,7.0
1.0,65.0
1.0,47.0
1.0,26.0
1.0,4.0
1.0,55.0
1.0,20.0
1.0,17.0
1.0,63.0
1.0,45.0
1.0,46.0
1.0,50.0
1.0,28.0
1.0,17.0
1.0,49.0
1.0,63.0
1.0,0.0
1.0,0.0
1.0,50.0
1.0,43.0
1.0,29.0
1.0,51.0
1.0,25.0
1.0,59.0
1.0,44.0
1.0,0.0
1.0,46.0
1.0,30.0
1.0,22.0
1.0,6.0
1.0,55.0
1.0,0.0
1.0,25.0
1.0,34.0
1.0,52.0
1.0,52.0
1.0,41.0
1.0,0.0
1.0,0.0
1.0,17.0
1.0,42.0
1.0,68.0
1.0,5.0
1.0,32.0
1.0,37.0
1.0,0.0
1.0,54.0
1.0,44.0
1.0,27.0
1.0,8.0
1.0,41.0
1.0,19.0
1.0,0.0
1.0,0.0
1.0,65.0
1.0,49.0
1.0,0.0
1.0,0.0
1.0,18.0
1.0,36.0
1.0,32.0
1.0,31.0
1.0,0.0
1.0,0.0
1.0,44.0
1.0,33.0
1.0,11.0
1.0,26.0
1.0,14.0
1.0,33.0
1.0,31.0
1.0,3.0
1.0,51.0
1.0,0.0
1.0,40.0
1.0,6.0
1.0,59.0
1.0,0.0
1.0,4.0
1.0,41.0
1.0,0.0
1.0,31.0
1.0,25.0
1.0,59.0
1.0,57.0
1.0,47.0
1.0,50.0
1.0,48.0
1.0,61.0
1.0,79.0
1.0,28.0
1.0,0.0
1.0,58.0
1.0,4.0
1.0,19.0
1.0,40.0
1.0,46.0
1.0,15.0
1.0,61.0
1.0,43.0
1.0,20.0
1.0,39.0
1.0,35.0
1.0,0.0
1.0,0.0
1.0,18.0
1.0,0.0
1.0,47.0
1.0,0.0
1.0,60.0
1.0,46.0
1.0,48.0
1.0,0.0
1.0,52.0
1.0,4.0
1.5,20.0
1.5,68.0
1.5,68.0
1.5,52.0
1.5,21.0
1.5,66.0
1.5,71.0
1.5,20.0
1.5,34.0
1.5,49.0
1.5,56.0
1.5,45.0
1.5,74.0
1.5,84.0
1.5,28.0
1.5,67.0
1.5,65.0
1.5,75.0
1.5,64.0
1.5,36.0
1.5,11.0
1.5,74.0
1.5,58.0
1.5,42.0
1.5,42.0
1.5,34.0
1.5,0.0
1.5,26.0
1.5,59.0
1.5,28.0
1.5,63.0
1.5,43.0
1.5,33.0
1.5,34.0
1.5,56.0
1.5,51.0
1.5,37.0
1.5,49.0
1.5,19.0
1.5,42.0
