times,counts
0.5,43.0
0.5,39.0
0.5,0.0
0.5,0.0
0.5,72.0
0.5,44.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,52.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,62.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,49.0
0.5,0.0
0.5,8.0
0.5,27.0
0.5,66.0
0.5,0.0
0.5,21.0
0.5,0.0
0.5,35.0
0.5,30.0
0.5,48.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,78.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,70.0
0.5,18.0
0.5,72.0
0.5,0.0
0.5,29.0
0.5,5.0
0.5,0.0
0.5,0.0
0.5,52.0
0.5,0.0
0.5,0.0
0.5,45.0
0.5,59.0
0.5,57.0
0.5,0.0
0.5,13.0
0.5,25.0
0.5,0.0
0.5,53.0
0.5,29.0
0.5,24.0
0.5,0.0
0.5,0.0
0.5,40.0
0.5,0.0
0.5,70.0
0.5,0.0
0.5,17.0
0.5,0.0
0.5,43.0
0.5,0.0
0.5,101.0
0.5,30.0
0.5,9.0
0.5,0.0
0.5,45.0
0.5,0.0
0.5,56.0
0.5,64.0
0.5,0.0
0.5,0.0
0.5,39.0
0.5,3.0
0.5,83.0
0.5,10.0
0.5,0.0
0.5,57.0
0.5,52.0
0.5,21.0
0.5,0.0
0.5,59.0
0.5,0.0
0.5,32.0
0.5,0.0
0.5,11.0
0.5,26.0
0.5,62.0
0.5,31.0
0.5,44.0
0.5,0.0
0.5,50.0
0.5,0.0
0.5,0.0
0.5,84.0
0.5,6.0
0.5,0.0
0.5,80.0
0.5,0.0
0.5,0.0
0.5,27.0
0.5,30.0
0.5,23.0
0.5,0.0
0.5,0.0
0.5,64.0
0.5,51.0
0.5,0.0
0.5,0.0
0.5,21.0
0.5,81.0
0.5,0.0
0.5,72.0
0.5,0.0
0.5,8.0
0.5,41.0
0.5,40.0
0.5,0.0
0.5,0.0
0.5,0.0
