times,counts
0.5,360.0
0.5,203.0
0.5,227.0
0.5,0.0
0.5,277.0
0.5,0.0
0.5,297.0
0.5,340.0
0.5,0.0
0.5,66.0
0.5,284.0
0.5,71.0
0.5,96.0
0.5,206.0
0.5,388.0
0.5,0.0
0.5,357.0
0.5,217.0
0.5,0.0
0.5,397.0
0.5,381.0
0.5,48.0
0.5,357.0
0.5,67.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,396.0
0.5,80.0
0.5,318.0
0.5,136.0
0.5,309.0
0.5,0.0
0.5,0.0
0.5,146.0
0.5,0.0
0.5,284.0
0.5,389.0
0.5,0.0
0.5,201.0
0.5,306.0
0.5,234.0
0.5,0.0
0.5,365.0
0.5,95.0
0.5,58.0
0.5,68.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,336.0
0.5,0.0
0.5,339.0
0.5,0.0
0.5,26.0
0.5,0.0
0.5,0.0
0.5,360.0
0.5,375.0
0.5,309.0
0.5,0.0
0.5,266.0
0.5,0.0
0.5,56.0
0.5,95.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,111.0
0.5,0.0
0.5,0.0
0.5,9.0
0.5,0.0
0.5,116.0
0.5,0.0
0.5,51.0
0.5,107.0
0.5,0.0
0.5,0.0
0.5,276.0
0.5,335.0
0.5,69.0
0.5,331.0
0.5,248.0
0.5,55.0
0.5,61.0
0.5,134.0
0.5,205.0
0.5,186.0
0.5,81.0
0.5,0.0
0.5,84.0
0.5,210.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,267.0
0.5,167.0
0.5,132.0
0.5,0.0
0.5,12.0
0.5,389.0
0.5,25.0
0.5,19.0
0.5,0.0
0.5,44.0
0.5,0.0
0.5,0.0
0.5,289.0
0.5,0.0
0.5,155.0
0.5,115.0
0.5,230.0
0.5,287.0
0.5,331.0
0.5,0.0
0.5,408.0
0.5,346.0
0.5,386.0
0.5,298.0
0.5,298.0
0.5,154.0
0.5,0.0
0.5,352.0
0.5,243.0
0.5,155.0
0.5,0.0
0.5,342.0
0.5,0.0
0.5,79.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,299.0
0.5,260.0
0.5,0.0
0.5,14.0
0.5,53.0
0.5,0.0
0.5,365.0
0.5,0.0
0.5,0.0
0.5,408.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,131.0
0.5,224.0
0.5,0.0
0.5,0.0
0.5,268.0
0.5,0.0
0.5,84.0
0.5,74.0
0.5,0.0
0.5,174.0
0.5,0.0
0.5,297.0
0.5,0.0
0.5,0.0
0.5,362.0
0.5,0.0
0.5,246.0
0.5,52.0
0.5,11.0
0.5,0.0
0.5,298.0
0.5,404.0
0.5,0.0
0.5,91.0
0.5,223.0
0.5,0.0
0.5,171.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,201.0
0.5,349.0
0.5,0.0
0.5,0.0
0.5,74.0
0.5,0.0
0.5,274.0
0.5,29.0
0.5,0.0
0.5,0.0
0.5,396.0
0.5,272.0
0.5,263.0
0.5,298.0
0.5,263.0
0.5,0.0
0.5,0.0
0.5,153.0
0.5,157.0
0.5,379.0
0.5,288.0
0.5,163.0
0.5,0.0
0.5,263.0
0.5,0.0
0.5,321.0
0.5,135.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,306.0
0.5,292.0
0.5,240.0
0.5,76.0
0.5,145.0
0.5,369.0
0.5,153.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,395.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,104.0
0.5,263.0
0.5,5.0
0.5,9.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,158.0
0.5,0.0
0.5,0.0
0.5,294.0
0.5,234.0
0.5,0.0
0.5,189.0
0.5,0.0
0.5,355.0
0.5,247.0
0.5,0.0
0.5,0.0
0.5,136.0
0.5,227.0
0.5,58.0
0.5,173.0
0.5,275.0
0.5,285.0
0.5,353.0
0.5,206.0
0.5,335.0
0.5,143.0
0.5,91.0
0.5,239.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,109.0
0.5,234.0
0.5,128.0
0.5,5.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,150.0
0.5,359.0
0.5,0.0
0.5,381.0
0.5,119.0
0.5,291.0
0.5,21.0
0.5,0.0
0.5,0.0
0.5,176.0
0.5,317.0
0.5,250.0
0.5,0.0
0.5,356.0
0.5,127.0
0.5,211.0
0.5,273.0
0.5,108.0
0.5,318.0
0.5,253.0
0.5,0.0
0.5,14.0
0.5,0.0
0.5,0.0
0.5,0.0
0.5,384.0
0.5,57.0
0.5,46.0
0.5,61.0
0.5,0.0
0.5,261.0
1.0,399.0
1.0,241.0
1.0,294.0
1.0,576.0
1.0,0.0
1.0,404.0
1.0,228.0
1.0,511.0
1.0,310.0
1.0,24.0
1.0,589.0
1.0,154.0
1.0,650.0
1.0,209.0
1.0,503.0
1.0,502.0
1.0,5.0
1.0,216.0
1.0,226.0
1.0,501.0
1.0,267.0
1.0,181.0
1.0,315.0
1.0,0.0
1.0,290.0
1.0,274.0
1.0,0.0
1.0,389.0
1.0,442.0
1.0,0.0
1.0,459.0
1.0,76.0
1.0,275.0
1.0,0.0
1.0,0.0
1.0,448.0
1.0,262.0
1.0,268.0
1.0,507.0
1.0,207.0
1.0,192.0
1.0,642.0
1.0,150.0
1.0,533.0
1.0,95.0
1.0,227.0
1.0,0.0
1.0,313.0
1.0,458.0
1.0,585.0
1.0,468.0
1.0,406.0
1.0,462.0
1.0,548.0
1.0,627.0
1.0,530.0
1.0,542.0
1.0,0.0
1.0,499.0
1.0,501.0
1.0,198.0
1.0,0.0
1.0,0.0
1.0,552.0
1.0,426.0
1.0,215.0
1.0,355.0
1.0,0.0
1.0,543.0
1.0,470.0
1.0,165.0
1.0,567.0
1.0,0.0
1.0,412.0
1.0,236.0
1.0,457.0
1.0,354.0
1.0,359.0
1.0,545.0
1.0,185.0
1.0,0.0
1.0,130.0
1.0,532.0
1.0,124.0
1.0,383.0
1.0,244.0
1.0,520.0
1.0,398.0
1.0,578.0
1.0,373.0
1.0,597.0
1.0,572.0
