times,counts
0.5,139.0
0.5,150.0
0.5,147.0
0.5,145.0
0.5,155.0
0.5,157.0
0.5,158.0
0.5,125.0
0.5,135.0
0.5,181.0
0.5,179.0
0.5,170.0
0.5,153.0
0.5,153.0
0.5,171.0
0.5,148.0
0.5,166.0
0.5,152.0
0.5,154.0
0.5,147.0
0.5,166.0
0.5,162.0
0.5,151.0
0.5,169.0
0.5,160.0
0.5,160.0
0.5,159.0
0.5,168.0
0.5,167.0
0.5,159.0
0.5,174.0
0.5,153.0
0.5,150.0
0.5,151.0
0.5,166.0
0.5,162.0
0.5,146.0
0.5,173.0
0.5,155.0
0.5,141.0
0.5,146.0
0.5,170.0
0.5,166.0
0.5,156.0
0.5,159.0
0.5,150.0
0.5,157.0
0.5,161.0
0.5,136.0
0.5,162.0
0.5,154.0
0.5,175.0
0.5,149.0
0.5,150.0
0.5,160.0
0.5,174.0
0.5,147.0
0.5,175.0
0.5,171.0
0.5,176.0
0.5,160.0
0.5,148.0
0.5,177.0
0.5,152.0
0.5,168.0
0.5,172.0
0.5,157.0
0.5,149.0
0.5,149.0
0.5,144.0
0.5,163.0
0.5,150.0
0.5,151.0
0.5,149.0
0.5,151.0
0.5,167.0
0.5,143.0
0.5,143.0
0.5,158.0
0.5,159.0
0.5,136.0
0.5,177.0
0.5,161.0
0.5,161.0
0.5,159.0
0.5,157.0
0.5,145.0
0.5,141.0
0.5,161.0
0.5,159.0
0.5,122.0
0.5,172.0
0.5,163.0
0.5,176.0
0.5,149.0
0.5,159.0
0.5,142.0
0.5,146.0
0.5,133.0
0.5,142.0
0.5,162.0
0.5,160.0
0.5,182.0
0.5,154.0
0.5,154.0
0.5,165.0
0.5,166.0
0.5,163.0
0.5,161.0
0.5,167.0
0.5,186.0
0.5,179.0
0.5,148.0
0.5,154.0
0.5,147.0
0.5,172.0
0.5,153.0
0.5,154.0
0.5,163.0
0.5,164.0
0.5,182.0
0.5,166.0
0.5,140.0
0.5,156.0
0.5,144.0
0.5,147.0
0.5,180.0
0.5,190.0
0.5,160.0
0.5,151.0
0.5,160.0
0.5,161.0
0.5,132.0
0.5,167.0
0.5,154.0
0.5,167.0
0.5,164.0
0.5,177.0
0.5,149.0
0.5,154.0
0.5,192.0
0.5,164.0
0.5,152.0
0.5,130.0
0.5,164.0
0.5,159.0
0.5,157.0
0.5,167.0
0.5,167.0
0.5,139.0
0.5,178.0
0.5,149.0
0.5,175.0
0.5,161.0
0.5,171.0
0.5,159.0
0.5,172.0
0.5,149.0
0.5,159.0
0.5,144.0
0.5,158.0
0.5,155.0
0.5,127.0
0.5,169.0
0.5,140.0
0.5,155.0
0.5,162.0
0.5,136.0
0.5,191.0
0.5,161.0
0.5,155.0
0.5,153.0
0.5,170.0
0.5,150.0
0.5,161.0
0.5,161.0
0.5,151.0
0.5,137.0
0.5,180.0
0.5,150.0
0.5,161.0
0.5,167.0
0.5,162.0
0.5,150.0
0.5,151.0
0.5,156.0
0.5,172.0
0.5,149.0
0.5,138.0
0.5,187.0
0.5,143.0
0.5,173.0
0.5,135.0
0.5,154.0
0.5,132.0
0.5,148.0
0.5,138.0
0.5,180.0
0.5,163.0
0.5,158.0
0.5,161.0
0.5,167.0
0.5,168.0
0.5,163.0
0.5,150.0
0.5,175.0
0.5,141.0
0.5,150.0
0.5,151.0
0.5,148.0
0.5,161.0
0.5,157.0
0.5,169.0
0.5,152.0
0.5,161.0
0.5,159.0
0.5,155.0
0.5,173.0
0.5,183.0
0.5,154.0
0.5,171.0
0.5,157.0
0.5,151.0
0.5,166.0
0.5,151.0
0.5,171.0
0.5,170.0
0.5,157.0
0.5,159.0
0.5,158.0
0.5,158.0
0.5,157.0
0.5,155.0
0.5,157.0
0.5,185.0
0.5,165.0
0.5,154.0
0.5,187.0
0.5,121.0
0.5,149.0
0.5,154.0
0.5,173.0
0.5,136.0
0.5,192.0
0.5,154.0
0.5,162.0
0.5,150.0
0.5,154.0
0.5,159.0
0.5,164.0
0.5,159.0
0.5,176.0
0.5,117.0
0.5,163.0
0.5,155.0
0.5,167.0
0.5,155.0
0.5,143.0
0.5,149.0
0.5,147.0
0.5,138.0
0.5,169.0
0.5,150.0
0.5,162.0
0.5,150.0
0.5,130.0
0.5,160.0
0.5,160.0
0.5,168.0
0.5,180.0
0.5,159.0
0.5,147.0
0.5,141.0
0.5,150.0
0.5,167.0
0.5,198.0
0.5,148.0
0.5,127.0
0.5,158.0
0.5,147.0
0.5,130.0
0.5,175.0
0.5,132.0
0.5,158.0
0.5,164.0
0.5,159.0
0.5,150.0
0.5,161.0
0.5,149.0
0.5,172.0
0.5,147.0
0.5,165.0
0.5,144.0
0.5,142.0
0.5,166.0
0.5,160.0
0.5,150.0
0.5,127.0
0.5,168.0
0.5,135.0
1.0,281.0
1.0,239.0
1.0,245.0
1.0,279.0
1.0,248.0
1.0,242.0
1.0,269.0
1.0,251.0
1.0,253.0
1.0,260.0
1.0,279.0
1.0,252.0
1.0,264.0
1.0,239.0
1.0,257.0
1.0,283.0
1.0,241.0
1.0,251.0
1.0,261.0
1.0,247.0
1.0,246.0
1.0,261.0
1.0,241.0
1.0,261.0
1.0,274.0
1.0,246.0
1.0,256.0
1.0,265.0
1.0,243.0
1.0,266.0
1.0,226.0
1.0,276.0
1.0,253.0
1.0,259.0
1.0,218.0
1.0,232.0
1.0,267.0
1.0,236.0
1.0,272.0
1.0,238.0
1.0,251.0
1.0,253.0
1.0,245.0
1.0,256.0
1.0,223.0
1.0,244.0
1.0,240.0
1.0,243.0
1.0,222.0
1.0,241.0
1.0,251.0
1.0,238.0
1.0,238.0
1.0,280.0
1.0,246.0
1.0,244.0
1.0,277.0
1.0,260.0
1.0,246.0
1.0,256.0
1.0,256.0
1.0,247.0
1.0,257.0
1.0,242.0
1.0,254.0
1.0,271.0
1.0,237.0
1.0,256.0
1.0,215.0
1.0,244.0
1.0,245.0
1.0,250.0
1.0,261.0
1.0,244.0
1.0,263.0
1.0,246.0
1.0,232.0
1.0,238.0
1.0,234.0
1.0,264.0
1.0,253.0
1.0,264.0
1.0,252.0
1.0,246.0
1.0,272.0
1.0,243.0
1.0,247.0
1.0,244.0
1.0,247.0
1.0,243.0
1.0,250.0
1.0,246.0
1.0,261.0
1.0,232.0
1.0,259.0
1.0,226.0
1.0,242.0
1.0,259.0
1.0,256.0
1.0,240.0
1.0,269.0
1.0,251.0
1.0,235.0
1.0,285.0
1.0,262.0
1.0,259.0
1.0,231.0
1.0,273.0
1.0,228.0
1.0,248.0
1.0,269.0
1.0,264.0
1.0,243.0
1.0,250.0
1.0,275.0
1.0,261.0
1.0,250.0
1.0,236.0
1.0,242.0
1.0,255.0
1.0,263.0
1.0,246.0
1.0,253.0
1.0,252.0
1.0,236.0
1.0,246.0
1.0,271.0
1.0,297.0
1.0,249.0
1.0,247.0
1.0,264.0
1.0,244.0
1.0,262.0
1.0,252.0
1.0,282.0
1.0,274.0
1.0,256.0
1.0,238.0
1.0,246.0
1.0,239.0
1.0,244.0
1.0,233.0
1.0,261.0
1.0,242.0
1.0,279.0
1.0,235.0
1.0,240.0
1.0,281.0
1.0,262.0
1.0,239.0
1.0,271.0
1.0,237.0
1.0,256.0
1.0,252.0
1.0,245.0
1.0,236.0
1.0,245.0
1.0,278.0
1.0,254.0
1.0,254.0
1.0,231.0
1.0,260.0
1.0,236.0
1.0,285.0
1.0,242.0
1.0,248.0
1.0,262.0
1.0,260.0
1.0,255.0
1.0,245.0
1.0,248.0
1.0,239.0
1.0,251.0
1.0,257.0
1.0,241.0
1.0,238.0
1.0,252.0
1.0,270.0
1.0,255.0
1.0,247.0
1.0,252.0
1.0,243.0
1.0,253.0
1.0,256.0
1.0,204.0
1.0,216.0
1.0,281.0
1.0,274.0
1.0,278.0
1.0,253.0
1.0,248.0
1.0,267.0
1.0,265.0
1.0,240.0
1.0,254.0
1.0,229.0
1.0,270.0
1.0,247.0
1.0,242.0
1.0,281.0
1.0,255.0
1.0,236.0
1.0,293.0
1.0,273.0
1.0,211.0
1.0,231.0
1.0,271.0
1.0,247.0
1.0,237.0
1.0,253.0
1.0,229.0
1.0,259.0
1.0,268.0
1.0,257.0
1.0,239.0
1.0,236.0
1.0,258.0
1.0,302.0
1.0,276.0
1.0,242.0
1.0,236.0
1.0,249.0
1.0,268.0
1.0,241.0
1.0,259.0
1.0,272.0
1.0,248.0
1.0,275.0
1.0,275.0
1.0,222.0
1.0,285.0
1.0,217.0
1.0,246.0
1.0,268.0
1.0,247.0
1.0,240.0
1.0,281.0
1.0,254.0
1.0,240.0
1.0,267.0
1.0,241.0
1.0,255.0
1.0,244.0
1.0,267.0
1.0,265.0
1.0,268.0
1.0,265.0
1.0,251.0
1.0,240.0
1.0,292.0
1.0,239.0
1.0,240.0
1.0,252.0
1.0,292.0
1.0,253.0
1.0,266.0
1.0,262.0
1.0,230.0
1.0,256.0
1.0,234.0
1.0,270.0
1.0,266.0
1.0,264.0
1.0,277.0
1.0,245.0
1.0,261.0
1.0,253.0
